,ID,Title,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites,year
14807,42132,Benghuai Xinghe,崩坏星河,Galaxy Devastator,Unknown,ONA,12.0,Finished Airing,"May 5, 2019","Jul 14, 2019",Unknown,Unknown,Kaca Entertainment,Novel,"Action, Adventure, Sci-Fi",Unknown,Unknown,20.0,R - 17+ (violence & profanity),,,170692.0,14830,393,0,2019.0
2785,44042,Holo no Graffiti,ホロのぐらふぃてぃ,Holo Graffiti,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps.

[Written by MAL Rewrite]",ONA,,Currently Airing,"May 5, 2019",Unknown,Unknown,Unknown,Hololive Production,Other,Comedy,Unknown,Unknown,1.0,PG-13 - Teens 13 or older,8.321,16367.0,2212.0,2787,47444,1747,2019.0
19297,52762,Kinemaquia PV,キネマキア,Unknown,Promotional video for the Shounen Jump+ manga Kinemaquia.,ONA,1.0,Finished Airing,"May 6, 2022",Not Available,Unknown,Unknown,Unknown,Manga,"Action, Horror, Supernatural",Unknown,young boy,30.0,PG-13 - Teens 13 or older,,,192052.0,19323,88,0,2022.0
13620,20261,W-Tails Cat: A Strange Presence,W・TAILS CAT - A STRANGE PRESENCE,Unknown,An animation based on Shirow Masamune's W-TAILS CAT art books.,ONA,7.0,Finished Airing,"May 7, 2013","Oct 24, 2013",Unknown,Unknown,Unknown,Other,"Action, Sci-Fi","Detective, Mecha, Military",Unknown,5.0,PG-13 - Teens 13 or older,5.201,176.0,120022.0,13638,559,2,2013.0
20400,52022,In the Film,イン・ザ・フィルム,Unknown,"A sheriff who seems to be sluggish has arrived at the wilderness saloon where the rogues await. However, he has a mysterious ability to “get out of the film""…

(Source: letterboxd)",ONA,1.0,Finished Airing,"May 7, 2016",Not Available,Unknown,Unknown,Uguisu Kobo,Original,Comedy,Unknown,Unknown,6.0,G - All Ages,,,186672.0,20425,43,0,2016.0
5728,40854,BanG Dream! Garupa☆Pico: Oomori,BanG Dream! ガルパ☆ピコ ~大盛り~,Unknown,The second season of the mini series starring the girls of BanG Dream!,ONA,26.0,Finished Airing,"May 7, 2020","Oct 29, 2020",Cloud22,Unknown,SANZIGEN,Manga,Comedy,Music,Unknown,3.0,PG-13 - Teens 13 or older,7.751,5045.0,9732.0,5733,9852,54,2020.0
9132,39736,Li Shi,历师,Unknown,"Huangli Shi, according to legends, refers to a Fangshi who can alter the effects of seasonal solstices, solar terms, and festivals, and is able to predict each day's fortune. Xiao Nanzhu, an unemployed young man, decided to take on his usual job that has been passed down for generations, after being inspired by his childhood friend. Now he just wants to call 110. Chuxi: What are you looking at? You don't want to live past new year's eve? Chuba: Today's fortune is terrible, nothing's going to turn out right. I'm afraid there might be a… bloody disaster.",ONA,16.0,Finished Airing,"May 7, 2020","Aug 13, 2020",Tencent Penguin Pictures,Unknown,B.CMAY PICTURES,Novel,"Action, Mystery, Supernatural",Unknown,Unknown,23.0,PG-13 - Teens 13 or older,6.211,308.0,79992.0,9141,2837,5,2020.0
15530,35623,Si Ling Bianma: Shijie Caozong Zhe Recap,死灵编码,Order Designer Recap,Recap episode of Si Ling Bianma: Zhi Shijie Caozong Zhe that aired between episode 10 and 11.,ONA,1.0,Finished Airing,"May 8, 2014",Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Unknown,2.0,R - 17+ (violence & profanity),,,151172.0,15553,330,0,2014.0
9309,35551,Eievui to Colorful Friends,イーブイとカラフルフレンズ,Eevee and Colorful Friends,A short animation promoting a new line of Eevee merchandise. The short features Eevee and its evolutions.,ONA,1.0,Finished Airing,"May 8, 2017",Not Available,Nintendo,Unknown,Unknown,Game,Slice of Life,Unknown,Unknown,1.0,G - All Ages,6.171,1252.0,81482.0,9318,2644,3,2017.0
21312,45058,Kongqi Xia,空气侠,Air Man,Unknown,ONA,1.0,Finished Airing,"May 8, 2018",Not Available,Unknown,Unknown,Unknown,Original,"Action, Sci-Fi",Unknown,Unknown,80.0,PG-13 - Teens 13 or older,,,193232.0,21344,22,0,2018.0
12891,42082,Yi Shijie Zhongyao Pu,异世界中药铺,Unknown,"After graduating from the University of Traditional Chinese Medicine, Sun Jiayou returned home to inherit a traditional Chinese medicine shop. He found that although the people here would not use medicine as a treatment, they had own spiritual system. To realize his grandfather’s dream, he plans to promote Chinese medicine in a different world. However, the spirit messenger considers it a big threat. In some confrontations with the spirit messenger, he discovers a greater mystery.",ONA,40.0,Finished Airing,"May 8, 2020","Sep 11, 2020","Tencent Penguin Pictures, iQIYI",Unknown,Soyep,Manga,"Drama, Fantasy",Unknown,Unknown,10.0,PG-13 - Teens 13 or older,5.961,264.0,92572.0,12905,721,2,2020.0
11104,8925,Kobe to Watashi,神戸と私,Unknown,"The short follows a college student named Ai-chan as she wanders aimlessly around Kobe. An unusual figure appears to help guide her around the city.

(Source: ANN)",ONA,1.0,Finished Airing,"May 9, 2010",Not Available,Unknown,Unknown,Unknown,Original,"Comedy, Slice of Life",Unknown,Unknown,4.0,G - All Ages,4.521,819.0,128942.0,11115,1357,0,2010.0
20753,44596,Xiongmao Shouzha,熊猫手札,Unknown,Unknown,ONA,10.0,Finished Airing,"May 9, 2014","Dec 10, 2014",Unknown,Unknown,Unknown,Manga,Comedy,Anthropomorphic,Unknown,6.0,G - All Ages,,,162782.0,20783,33,0,2014.0
14762,37666,3-bu de Wakaru Koizumi Yakumo no Kaidan,３分で分かる小泉八雲の怪談,Unknown,"Stories from Patrick Lafcadio Hearn's book Kwaidan: Stories and Studies of Strange Things. The Greek-American author was known as Koizumi Yakumo in Japan and is renowned for collecting and publishing stories of Japanese folklore and legends. 

The shorts were made for a Matsue City tourism promotion, as Hearn taught, lived, and married there. His home is a museum people can visit.",ONA,7.0,Finished Airing,"May 9, 2014","Jul 8, 2015",Unknown,Unknown,Unknown,Book,"Horror, Supernatural","Historical, Parody",Unknown,3.0,G - All Ages,5.201,118.0,119912.0,14785,397,0,2014.0
12426,29935,Qin Shi Mingyue: Kong Shan Niao Yu,秦时明月 特别篇：空山鸟语,Unknown,Spin-off episodes of the franchise Qin Shi Mingyue focusing on Baifeng.,ONA,3.0,Finished Airing,"May 9, 2014","Jul 8, 2014",Unknown,Unknown,Sparkly Key Animation Studio,Novel,"Action, Fantasy","Historical, Martial Arts",Unknown,26.0,PG-13 - Teens 13 or older,6.421,189.0,68142.0,12440,841,5,2014.0
15619,33863,Cakes,Cakes,Unknown,Sweets having idle chatter.,ONA,1.0,Finished Airing,"May 9, 2016",Not Available,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Unknown,49.0,G - All Ages,,,172272.0,15642,323,0,2016.0
4978,35626,Yao Shen Ji,妖神记,Unknown,"In his past life, although too weak to protect his home when it counted, out of grave determination Nie Li became the strongest Demon Spiritist and stood at the pinnacle of the martial world. However, he lost his life during the battle with the Sage Emperor and six deity-ranked beasts.

His soul was then brought back to when he was still 13 years old. Although he's the weakest in his class with the lowest talent, having only a red soul realm and a weak one at that, with the aid of the vast knowledge which he accumulated from his previous life, he decided to train faster than anyone could expect. He also decided to help those who died nobly in his previous life to train faster as well.

He aims to protect the city from the coming future of being devastated by demon beasts and the previous fate of ending up destroyed. He aims to protect his lover, friends, family and fellow citizens who died in the beast assault or its aftermath. And he aims to destroy the so-called Sacred family who arrogantly abandoned their duty and betrayed the city in his past life.

(Source: Goodreads)",ONA,40.0,Finished Airing,"May 9, 2017","Sep 22, 2017",Unknown,Unknown,Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance","Martial Arts, Mythology",Unknown,8.0,PG-13 - Teens 13 or older,7.301,6321.0,24852.0,4983,13995,127,2017.0
6895,37864,Yinhun x KFC,银魂 X 肯德基,Unknown,"Chinese streaming platform Weibo is hosting exclusive Gintama footage. The ad is in Japanese with Chinese subtitles showing the characters enjoying KFC's Chinese brand.

Gintama is titled and marketed as Yinhun in China.",ONA,1.0,Finished Airing,"May 9, 2018",Not Available,Unknown,Unknown,Bandai Namco Pictures,Other,Comedy,Unknown,Unknown,2.0,G - All Ages,6.931,2863.0,42192.0,6901,6249,9,2018.0
18016,42208,Oshiri Mae Man,おしり前マン,Unknown,Absurd web videos by Takashi Taniguchi featuring Oshiri Mae Man from his original mobile game.,ONA,2.0,Finished Airing,"May 9, 2018","Jun 29, 2018",Unknown,Unknown,Unknown,Game,Comedy,Super Power,Unknown,3.0,PG-13 - Teens 13 or older,,,141142.0,18042,170,0,2018.0
11792,7466,Hashire!,走れ！,RUN!,A short film by Aoki Jun.,ONA,1.0,Finished Airing,May-03,Not Available,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Unknown,32.0,G - All Ages,5.781,586.0,100392.0,11804,1045,0,
11083,8701,Apartment!,Apartment!,Unknown,"A young man moves to the new place. He gradually makes a good relationship with neighbors that live in the same apartment.

(Source: aokijun.net)",ONA,1.0,Finished Airing,May-04,Not Available,Space Neko Company,Unknown,Unknown,Original,"Comedy, Slice of Life",Unknown,Unknown,5.0,PG-13 - Teens 13 or older,5.391,709.0,114582.0,11094,1364,0,
6213,5583,Sonic: Night of the WereHog,SONIC NIGHT OF THE WEREHOG ~ソニック&チップ 恐怖の館~,Unknown,"Published on SEGA's website in November of 2008, Sonic: Night of the Werehog is an ONA made to promote the release of Sonic World Adventure, also known as Sonic Unleashed in North America and Europe. 

Sonic and Chip venture to an abandoned haunted house on a rainy night, soon to be caught up in the antics of two mischievous ghosts, who scare any of the house's visitors in order to take their picture and impress the ghost girl who lives there with them. Though they succeed in scaring Chip out of his wits, the two can't seem to make Sonic bat an eye at them. Furious, the two band together in order to get the best of Sonic; will he be able to put a stop to the duo with a little help from the full moon? ",ONA,1.0,Finished Airing,"Nov 1, 2008",Not Available,Sega,Unknown,Marza Animation Planet,Game,Action,Unknown,Unknown,11.0,G - All Ages,6.471,5239.0,65512.0,6219,8096,14,2008.0
12857,37423,Shiawase Pasta Story,幸せパスタストーリー,Happy Pasta Story,"A collaboration campaign between Kraft Parmesan Cheese and World Masterpiece Theater. Eight web shorts were made using seven of the World Masterpiece Theater stories (Flanders no Inu had two episodes); they act as mini side-stories within their respective shows, though Haha wo Tazunete Sanzenri occurs after the show.

An apprentice fairy called Palme connects all the stories together as she uses her magic (aka sprinkling parmesan) to make ""happy pasta.""",ONA,8.0,Finished Airing,"Nov 1, 2010","Oct 1, 2011",Unknown,Unknown,Unknown,Novel,Slice of Life,Unknown,Unknown,5.0,G - All Ages,5.931,150.0,94002.0,12871,730,0,2010.0
8341,31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,ポケモン不思議のダンジョン マグナゲートと∞迷宮,Pokémon Mystery Dungeon Gates to Infinity,"A boy awakens to the sound of someone crying for help. Looking around he notices he is on a body of water. Upon looking at his hands, he realizes he has been transformed into an Oshawott. He panics, and then finds himself plummeting toward then ground. He then wakes up again to find himself in a forest, with a female Pikachu leaning over him, asking if he's okay.

(Source: Bulbapedia)",ONA,2.0,Finished Airing,"Nov 1, 2012",Not Available,Nintendo,The Pokemon Company International,OLM,Game,"Adventure, Fantasy",Unknown,Kids,2.0,G - All Ages,6.241,1505.0,78112.0,8348,3805,0,2012.0
9791,34324,Chiryokumaru,知力丸,Unknown,"Inside a majestic museum, a young warrior gets attacked by shadow beasts born from people's fear and uncertainty over what they don't know. The warrior fights against them using the energy charger on his waist, but soon the energy runs out. In this desperate situation, he finds a new, unexpected source of power.

(Source: YouTube)",ONA,1.0,Finished Airing,"Nov 1, 2016",Not Available,Unknown,Unknown,Studio 4°C,Original,Action,Unknown,Unknown,2.0,PG-13 - Teens 13 or older,5.111,1116.0,121892.0,9804,2213,0,2016.0
11055,36742,Koisuru Shirokuma Tokubetsu-ban,恋するシロクマ 特別版,Unknown,"Shochiku began streaming a new short for the for the ""petit anime"" of Koisuru Shirokuma. The new short, titled ""Hyouheki Don"" (Ice Wall Slam), is a web-only exclusive, and cannot be seen in theaters unlike the other shorts. 

The short begins with Seal attempting to escape the sleeping Polar Bear, still fearing that Polar Bear will eat him. But before Seal can get far, Polar Bear wakes up and runs to him. Seal pleads to Polar Bear not to eat him, but Polar Bear instead performs a kabe-don on Seal with a nearby ice wall. 

(Source: ANN)",ONA,3.0,Finished Airing,"Nov 1, 2017","Jan 31, 2018",Unknown,Unknown,Unknown,Manga,Comedy,Anthropomorphic,female,1.0,G - All Ages,6.461,459.0,66162.0,11066,1386,2,2017.0
16431,38624,Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,「タヌキとキツネ」コミックス第5巻発売記念アニメーション,Unknown,"Tanuki to Kitsune manga's 5th tankoubon goes on sale November 15, 2018. A short animation was released on the franchise's official YouTube channel to commemorate the occasion.",ONA,1.0,Finished Airing,"Nov 1, 2018",Not Available,Unknown,Unknown,Unknown,Web manga,Comedy,Unknown,Unknown,30.0,G - All Ages,,,154442.0,16456,267,0,2018.0
10666,46000,2.43: Seiin Koukou Danshi Volley-bu Mini Anime,2.43 清陰高校男子バレー部 ミニアニメ,Unknown,"Mini anime introducing the characters, released on the official Twitter.",ONA,8.0,Finished Airing,"Nov 1, 2020","Nov 27, 2020",Unknown,Unknown,Unknown,Novel,Slice of Life,Team Sports,Unknown,1.0,None,5.271,340.0,118172.0,10677,1625,1,2020.0
17219,39305,Gakufu no Rakugakichou,楽譜の落書き帳,Graffiti Notation,"Short film by Takashi Ohashi, creatively depicting a musical score as it plays out.",ONA,1.0,Finished Airing,"Nov 10, 2009",Not Available,Unknown,Unknown,Unknown,Original,Unknown,Music,Unknown,3.0,G - All Ages,5.511,111.0,110802.0,17243,216,0,2009.0
16303,21509,Trip Trek (2010),TRIP TREK [トリップトレック],Unknown,"More short stories featuring Zocco and Minime.

The series received the first airing starting November 10, 2010. On June 10, 2013 five episodes were released on YouTube.",ONA,8.0,Finished Airing,"Nov 10, 2010","Jan 26, 2011",Unknown,Unknown,Manglobe,Unknown,"Adventure, Comedy, Fantasy",Unknown,Unknown,7.0,G - All Ages,,,156942.0,16329,275,0,2010.0
13005,16389,Komachi to Dangorou,古町と団五郎,Unknown,"Niigata city's publicity mascot characters, Komachi Hanano and Dangorou Sasa, search for the mysterious stone that was stolen after it had fallen from the skies.",ONA,4.0,Finished Airing,"Nov 10, 2012","Oct 28, 2015",Solid Vox,Unknown,MAPPA,Original,"Adventure, Comedy, Sci-Fi",Unknown,Kids,8.0,PG - Children,5.121,271.0,121872.0,13019,696,0,2012.0
8196,16690,My Life,MY LIFE,Unknown,"A high school girl, while pondering her future, sees it flash before her eyes.",ONA,1.0,Finished Airing,"Nov 10, 2012",Not Available,Unknown,Unknown,Unknown,Unknown,"Drama, Slice of Life",Unknown,Unknown,4.0,G - All Ages,6.271,1973.0,76562.0,8203,4029,5,2012.0
10406,40693,The iDOLM@STER Cinderella Girls: Spin-off!,アイドルマスター シンデレラガールズ Spin-off!,Unknown,"The Idolm@ster Cinderella Girls 8th anniversary special promotional film.

(Source: AniDB)",ONA,1.0,Finished Airing,"Nov 10, 2019",Not Available,Bandai Namco Entertainment,Unknown,Orange,Game,Unknown,Music,Unknown,6.0,PG-13 - Teens 13 or older,6.201,482.0,80352.0,10418,1788,1,2019.0
16592,44053,Hua Jianghu: Gui Yexing,画江湖之轨夜行,Unknown,"This is a story about growth, friendship and passion. Through the continuous improvement of racing skills, the in-depth understanding of the concept of racing, the understanding of the meaning of life and the friendship of friends, the originally ambitious racer Yeji Dong has gradually grown into the most reliable partner, and will gradually grow into the most powerful racer...

(Source: V2Anime)",ONA,40.0,Finished Airing,"Nov 10, 2020","Apr 19, 2022",Unknown,Unknown,Rocen,Original,Action,Racing,Unknown,20.0,PG-13 - Teens 13 or older,,,185292.0,16616,255,0,2020.0
7517,36783,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,ガールズ&パンツァー 第63回戦車道全国高校生大会 総集編,Unknown,A compilation of Girls & Panzer! and Girls & Panzer: Kore ga Hontou no Anzio-sen desu!.,ONA,1.0,Finished Airing,"Nov 11, 2017",Not Available,Unknown,Unknown,Actas,Original,Action,"Military, School",Unknown,122.0,PG-13 - Teens 13 or older,7.061,1031.0,36322.0,7523,5083,3,2017.0
10747,38678,Kimi no Matsu Mirai (Basho) e,きみの待つ未来（ばしょ）へ,Unknown,"Soka city's 60th anniversary commemorative animation.

Souta was born in Soka but has worked and lived in Tokyo until recently. He's engaged to Miki and decides to return to Soka to look for a new home where the two will live together. While house hunting, he encounters a mysterious bird and begins to chase after it. He then meets a woman named Akiko who time-slipped to the future. Souta shows her around the city and she reflects on how much has changed and her future as she too is engaged.

(Source: AniDB & ANN)",ONA,1.0,Finished Airing,"Nov 11, 2018",Not Available,Unknown,Unknown,Unknown,Original,"Sci-Fi, Slice of Life",Unknown,Unknown,15.0,G - All Ages,5.831,783.0,98522.0,10759,1566,0,2018.0
15889,31603,Kana Kana Kazoku: Rika in Wonderland,かなかなかぞくボイスドラマ「リカ イン ワンダーランド」,Unknown,Kana Kana Kazoku picture drama style Alice in Wonderland interpretation of Kanagawa Prefecture's tourism sights.,ONA,1.0,Finished Airing,"Nov 12, 2014",Not Available,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Unknown,4.0,G - All Ages,,,190342.0,15913,304,0,2014.0
19632,47791,Zai Na Yaoyuan Di Difang,在那遥远的地方,Unknown,Unknown,ONA,3.0,Finished Airing,"Nov 12, 2019",Not Available,Unknown,Unknown,Unknown,Original,"Adventure, Fantasy",Unknown,Kids,27.0,PG - Children,,,165212.0,19660,63,0,2019.0
11317,44513,Wo Shi Da Shenxian,我是大神仙,I Am A Great God,"At the age of seven, the very short-lived child prodigy, who was growing too fast, returned to the immortal world to prevent his abnormal growing. From then on, with his gifted brain and wisdom he obtained from earth, he walked in path immortality to became the legendary god to return his normal life...

(Source: MU)",ONA,16.0,Finished Airing,"Nov 12, 2020","Feb 18, 2021",Tencent Animation & Comics,Unknown,CG Year,Web manga,"Action, Fantasy",Martial Arts,Unknown,20.0,PG-13 - Teens 13 or older,6.731,490.0,51422.0,11327,1256,6,2020.0
15721,50383,VERSEⁿ: Episodeⁿ - Kuusou,VERSEⁿ - Episodeⁿ | 空想,Unknown,Animated promotion for VTuber project VERSEⁿ.,ONA,1.0,Finished Airing,"Nov 12, 2021",Not Available,Unknown,Unknown,Unknown,Original,Fantasy,Unknown,Unknown,1.0,PG-13 - Teens 13 or older,6.251,143.0,77932.0,15744,316,0,2021.0
14228,36771,"Baito-saki wa ""Aku no Soshiki""!?",バイト先は「悪の組織」!?,"Part-time job is ""evil organization""!?","Arihisa Aokura needs money. He needs money in order to support his family of orphans and earn a living at the same time. Looking online for potential employees, he finds a posting for a part time job in an ""evil organization."" Seeing that the pay and benefits were fairly substantial, he took the chance and took the interview. He was somehow hired and now has to work as a henchman inside the evil organization ""Antares."" Will he be able to survive the onslaught of missions against heroes while providing for his orphan brothers and sisters?

(Source: MangaHelpers)",ONA,10.0,Finished Airing,"Nov 13, 2017","Jan 29, 2018",Anime Beans,Unknown,HeART-BIT,Novel,"Action, Comedy, Romance",Unknown,Unknown,2.0,G - All Ages,,,169852.0,14249,458,1,2017.0
7427,38681,God Eater 3,GOD EATER 3,God Eater 3,"The opening promotional animation to Bandai Namco's God Eater 3. The game is slated to be released next month for PS4 and the following year for PC. The story is a sequel to God Eater 2 Rage Burst, just like Resonant Ops. There was a disaster of tremendous proportions, referred to as ""Ash Area"" that devoured Fenrir, and is apparently still ongoing.",ONA,1.0,Finished Airing,"Nov 13, 2018",Not Available,Unknown,Unknown,ufotable,Game,Action,"Music, Video Game",Unknown,1.0,PG-13 - Teens 13 or older,6.451,1224.0,66912.0,7432,5200,4,2018.0
7701,40711,Gantz x Senran Kagura New Link,GANTZ x 閃乱カグラ New Link,Unknown,"Short animated PV featuring Ikaruga, Hikage, Ryouki, Ryouna, and Ryoubi from Senran Kagura performing the radio calisthenics song in the Gantz summoning room wearing the suits seen in the Gantz anime.",ONA,1.0,Finished Airing,"Nov 13, 2019",Not Available,Unknown,Unknown,Unknown,Original,Unknown,Music,Unknown,30.0,PG-13 - Teens 13 or older,5.331,1186.0,116672.0,7707,4771,6,2019.0
14431,40707,Shiohi Girls: Vongole Bianco,しおひガールズ ボンゴレビアンコ,Unknown,Unknown,ONA,48.0,Finished Airing,"Nov 13, 2019","Apr 24, 2020",Unknown,Unknown,DMM.futureworks,Other,Romance,Unknown,Unknown,1.0,G - All Ages,,,149892.0,14453,431,0,2019.0
9689,44050,Gundam Build Divers: Battlogue,ガンダムビルドダイバーズ バトローグ,Gundam Build Divers Battlogue,"It's the highlight of GBN's anniversary event, the ""Gunpla Battle One-Day Battle Royal""!

Participants are selected from the Divers who played most passionately this season, and they're fighting in machines randomly assigned mainly from those Gunpla ranked highest by all Divers in the Great Gunpla Ballot! Now the final round is about to begin, with the tough fighters who've won their respective blocks! There, an unpredictable, super special, never-seen-before Gunpla dream battle will... START!!!

(Source: AniDB)",ONA,1.0,Finished Airing,"Nov 13, 2020",Not Available,Sunrise,Unknown,Sunrise Beyond,Original,"Action, Sci-Fi",Mecha,Unknown,11.0,G - All Ages,6.521,973.0,62642.0,9700,2297,3,2020.0
13600,28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,スタジオカラーVSサイバーコネクトツー ガチンコ！アニメーション対決！,Unknown,"In a competition between CyberConnect2 and Studio Khara, these two animations depict CC Chu and Kuroneko fighting each other, with each animation being made by the other studio.",ONA,2.0,Finished Airing,"Nov 14, 2014",Not Available,Unknown,Unknown,"Khara, CyberConnect2",Unknown,Action,Unknown,Unknown,1.0,G - All Ages,5.631,263.0,106492.0,13617,563,0,2014.0
11020,50207,Fanren Xiu Xian Chuan 2nd Season,凡人修仙传,Unknown,Unknown,ONA,,Currently Airing,"Nov 14, 2021",Unknown,"bilibili, Wonder Cat Animation",Unknown,"Original Force, Wan Wei Mao Donghua",Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",Unknown,19.0,PG-13 - Teens 13 or older,7.581,520.0,14132.0,11033,1405,15,2021.0
15840,33703,Chao Shen Youxi,超神游戏,Unknown,"Three young friends skipped class and went to an Internet Cafe to play games but were caught by a female class monitor. One returns home, but the other two choose to purchase a mysterious game CD from the sexy female shopkeeper. When they start playing, they suddenly get transported to the game world.",ONA,25.0,Finished Airing,"Nov 15, 2013","Mar 20, 2015",Tencent Animation & Comics,Unknown,Unknown,Web manga,"Action, Fantasy",Video Game,Unknown,8.0,PG-13 - Teens 13 or older,,,172852.0,15864,307,0,2013.0
7057,40894,Kyokou Suiri Mini Anime,虚構推理 ミニアニメ,In/Spectre Mini Anime,Short episodes with super-deformed characters posted on the official Twitter account. Includes the extra episode commemorating the BD/DVD releases.,ONA,38.0,Finished Airing,"Nov 15, 2019","Feb 10, 2020",Unknown,Unknown,AQUA ARIS,Manga,"Comedy, Supernatural",Mythology,Unknown,1.0,None,5.771,994.0,100752.0,7063,5901,4,2019.0
12710,42956,Hanhua Riji 2nd Season,汉化日记 第二季,God Troubles Me,Second season Hanhua Riji.,ONA,12.0,Finished Airing,"Nov 15, 2020","Jan 24, 2021",bilibili,Unknown,L²Studio,Original,"Comedy, Slice of Life, Supernatural",Unknown,Unknown,14.0,PG-13 - Teens 13 or older,6.841,207.0,46122.0,12724,761,0,2020.0
14147,50280,Jing: Shuang Cheng 2nd Season,镜·双城 第二季,The Mirror Twin Cities,Unknown,ONA,18.0,Finished Airing,"Nov 15, 2021","Feb 14, 2022",Shanghai Foch Film and TV Culture Investment,Unknown,Unknown,Novel,"Action, Adventure, Fantasy",Unknown,Unknown,,R - 17+ (violence & profanity),,,188062.0,14168,470,7,2021.0
8405,2277,Mahou Yuugi 2D,魔法遊戯 飛び出す!!ハナマル大冒険,Magical Play,"Padudu is a 12-year-old apprentice witch, chosen to represent her town in the coliseum. Donning her magical fish costume, which keeps her warm and fed, she sets off on her journey. But on the way she's swept away by a river to Dance Valley. Mayor Koffy captures her and throws her into the dungeon, hoping to eliminate the competition for Dance Valley's own coliseum candidate. Luckily for Padudu, this dungeon holds the mysterious witch Nonononn. They join together in a magical fight for survival. At the end of Blue Gender Trailer, the Magical witchland word came out!

This is the online version of Mahou Yugi...

(Source: AniDB)",ONA,24.0,Finished Airing,"Nov 16, 2001","May 3, 2002","Starchild Records, Imagica, Arcturus","ADV Films, Sentai Filmworks",AIC,Original,"Adventure, Comedy, Fantasy",Unknown,Unknown,5.0,PG-13 - Teens 13 or older,6.281,1311.0,75852.0,8413,3722,7,2001.0
9894,9846,Attraction,魅力,Unknown,"Interactive anti-smoking anime. Directed by Koji Morimoto (best known for Studio 4°C works), this ONA is available in Japanese, English, and French.",ONA,1.0,Finished Airing,"Nov 16, 2010",Not Available,Unknown,Unknown,Studio 4°C,Original,Mystery,Unknown,Unknown,10.0,G - All Ages,6.001,958.0,90772.0,9906,2133,1,2010.0
5220,40379,Btooom!: Bakusatsu Digest,BTOOOM! 爆殺ダイジェスト,Unknown,"Originally streamed on the official Youtube and NicoNico channels and later included on BD/DVD Vol.5.

(Source: AniDB)",ONA,2.0,Finished Airing,"Nov 16, 2012","Dec 19, 2012",Unknown,Unknown,Madhouse,Manga,Action,"High Stakes Game, Survival",Unknown,2.0,R - 17+ (violence & profanity),5.811,2513.0,99032.0,5225,12504,13,2012.0
12301,21333,Kazoku no Hanashi,家族のはなし,The Story of a Family,"The story follows a family of apple farmers: a mom, a dad, and their adoring son. The young boy idolizes his father and hopes to take part in the family business once he grows up. However, as he grows older and more rebellious, he begins to drift apart from his parents, trying to make it big in Tokyo as a musician. Meanwhile, his parents support him every step of the way, even when their son is absent, even when he is ungrateful, and especially when he begins to falter, all in spite of the struggles they are facing at the farm.

(Source: Rocket News 24)",ONA,1.0,Finished Airing,"Nov 16, 2013",Not Available,Unknown,Unknown,Unknown,Unknown,Drama,Music,Unknown,9.0,G - All Ages,6.471,478.0,65802.0,12314,878,1,2013.0
14873,32142,Takemoto Denki x Peeping Life,タケモトデンキ x Peeping Life,Unknown,"Peeping Life collaboration with Takemoto Denki, an electronics company. The short focuses on a career fair booth between the attendant and job hunting student.",ONA,1.0,Finished Airing,"Nov 16, 2014",Not Available,CoMix Wave Films,Unknown,Unknown,Original,"Comedy, Slice of Life",Unknown,Unknown,5.0,G - All Ages,5.211,105.0,119752.0,14896,387,0,2014.0
13554,29820,Channel 5.5 4th Season,チャンネル5.5 Season4,Unknown,"After ""ruining"" Ghost in the Shell and Nodame Cantabile, the writer/director/Flash animator Frogman's Calorie Mate sponsored Channel 5.5 parodies its next target, Riyoko Ikeda's influential shoujo classic Rose of Versailles. Mayo Suzukaze reprises her role as Oscar François de Jarjayes, a girl raised as a man to become her father's successor as leader of the French royal Palace Guards, which Suzukaze previously performed in the Takarazuka Revue stage musical adaptation of the work.

(Source: Crunchyroll)",ONA,4.0,Finished Airing,"Nov 16, 2014","Dec 25, 2014",Unknown,Unknown,DLE,Unknown,Comedy,Parody,Unknown,5.0,PG-13 - Teens 13 or older,5.441,141.0,112942.0,13572,571,0,2014.0
